DUPLICATE FILE NAMES REPORT
Generated: 2025-12-25 13:13:30
Root Folder: C:\MyData
===============================================

SUMMARY
===============================================
Total files scanned: 63917
Unique file names: 38635
Duplicate file names: 14215
Total files with duplicate names: 39497

===============================================
DUPLICATE FILES (Ordered by Total Size Descending)
===============================================
FileName                                                                         Occurrences  TotalSizeMB     TotalSizeGB    
IMG-20230227-WA0002.jpg                                                          2            0.1             0              
IMG-20230227-WA0001.jpg                                                          2            0.13            0              
IMG-20230228-WA0006.jpg                                                          2            0.13            0              
IMG-20230301-WA0005.jpg                                                          2            0.09            0              
IMG-20230301-WA0001.jpg                                                          2            0.17            0              
IMG-20230301-WA0000.jpg                                                          2            0.14            0              
IMG-20230302-WA0006.jpg                                                          2            0.31            0              
IMG-20230302-WA0005.jpg                                                          2            0.25            0              
IMG-20230302-WA0001.jpg                                                          2            0.32            0              
IMG-20230228-WA0013.jpg                                                          2            0.19            0              
IMG-20230228-WA0009.jpg                                                          2            0.81            0              
IMG-20230228-WA0008.jpg                                                          2            0.29            0              
IMG-20230228-WA0007.jpg                                                          2            0.34            0              
IMG-20230228-WA0012.jpg                                                          2            0.17            0              
IMG-20230228-WA0011.jpg                                                          2            0.47            0              
IMG-20230228-WA0010.jpg                                                          2            1.04            0              
IMG-20230226-WA0013.jpg                                                          2            0.29            0              
IMG-20230225-WA0007.jpg                                                          2            1.2             0              
IMG-20230225-WA0006.jpg                                                          2            0.7             0              
IMG-20230225-WA0005.jpg                                                          2            0.65            0              
IMG-20230225-WA0010.jpg                                                          2            0.9             0              
IMG-20230225-WA0009.jpg                                                          2            0.9             0              
IMG-20230225-WA0008.jpg                                                          2            1.01            0              
IMG-20230225-WA0004.jpg                                                          2            0.73            0              
IMG-20230225-WA0000.jpg                                                          2            0.85            0              
IMG-20230224-WA0005.jpg                                                          2            0.09            0              
IMG-20230224-WA0003.jpg                                                          2            0.24            0              
IMG-20230225-WA0003.jpg                                                          2            1.61            0              
IMG-20230225-WA0002.jpg                                                          2            0.84            0              
IMG-20230225-WA0001.jpg                                                          2            1.22            0              
IMG-20230225-WA0011.jpg                                                          2            0.91            0              
IMG-20230226-WA0008.jpeg                                                         2            3.94            0              
IMG-20230226-WA0007.jpg                                                          2            0.42            0              
IMG-20230226-WA0006.jpeg                                                         2            2.98            0              
IMG-20230226-WA0011.jpg                                                          2            0.28            0              
IMG-20230226-WA0010.jpg                                                          2            0.2             0              
IMG-20230226-WA0009.jpg                                                          2            0.58            0              
IMG-20230226-WA0005.jpg                                                          2            0.52            0              
IMG-20230226-WA0001.jpg                                                          2            0.13            0              
IMG-20230226-WA0000.jpg                                                          2            0.66            0              
IMG-20230225-WA0012.jpg                                                          2            0.26            0              
IMG-20230226-WA0004.jpeg                                                         2            3.68            0              
IMG-20230226-WA0003.jpg                                                          2            0.17            0              
IMG-20230226-WA0002.jpg                                                          2            0.25            0              
IMG-20230302-WA0007.jpg                                                          2            0.31            0              
IMG-20230312-WA0001.jpg                                                          2            0.11            0              
IMG-20230311-WA0008.jpg                                                          2            0.03            0              
IMG-20230311-WA0006.jpg                                                          2            0.45            0              
IMG-20230313-WA0001.jpg                                                          2            1.67            0              
IMG-20230313-WA0000.jpg                                                          2            0.23            0              
IMG-20230312-WA0002.jpg                                                          2            0.13            0              
IMG-20230311-WA0004.jpg                                                          2            0.38            0              
IMG-20230311-WA0000.jpg                                                          2            0.33            0              
IMG-20230310-WA0003.jpg                                                          2            0.34            0              
IMG-20230310-WA0002.jpg                                                          2            0.27            0              
IMG-20230311-WA0003.jpg                                                          2            0.23            0              
IMG-20230311-WA0002.jpg                                                          2            0.37            0              
IMG-20230311-WA0001.jpg                                                          2            0.39            0              
IMG-20230315-WA0000.jpg                                                          2            0.59            0              
IMG-20230316-WA0004.jpg                                                          2            0.54            0              
IMG-20230316-WA0003.jpg                                                          2            0.45            0              
IMG-20230316-WA0002.jpg                                                          2            0.56            0              
IMG-20230318-WA0000.jpg                                                          2            0.13            0              
IMG-20230317-WA0002.jpg                                                          2            0.22            0              
IMG-20230317-WA0001.jpeg                                                         2            1.77            0              
IMG-20230316-WA0001.jpg                                                          2            0.49            0              
IMG-20230315-WA0003.jpg                                                          2            1.01            0              
IMG-20230315-WA0002.jpg                                                          2            0.86            0              
IMG-20230315-WA0001.jpg                                                          2            0.66            0              
IMG-20230316-WA0000.jpg                                                          2            0.26            0              
IMG-20230315-WA0005.jpg                                                          2            0.69            0              
IMG-20230315-WA0004.jpg                                                          2            1.23            0              
IMG-20230310-WA0001.jpg                                                          2            0.19            0              
IMG-20230305-WA0004.jpg                                                          2            0.22            0              
IMG-20230305-WA0003.jpeg                                                         2            1.51            0              
IMG-20230305-WA0001.jpg                                                          2            0.26            0              
IMG-20230306-WA0003.jpg                                                          2            0.06            0              
IMG-20230306-WA0001.jpg                                                          2            0.1             0              
IMG-20230305-WA0005.jpg                                                          2            0.21            0              
IMG-20230304-WA0000.jpg                                                          2            0.28            0              
IMG-20230303-WA0001.jpg                                                          2            0.29            0              
IMG-20230303-WA0000.jpeg                                                         2            2.63            0              
IMG-20230302-WA0008.jpg                                                          2            0.23            0              
IMG-20230303-WA0004.jpg                                                          2            0.1             0              
IMG-20230303-WA0003.jpg                                                          2            0.1             0              
IMG-20230303-WA0002.jpg                                                          2            0.22            0              
IMG-20230306-WA0004.jpg                                                          2            1.24            0              
IMG-20230309-WA0000.jpg                                                          2            0.21            0              
IMG-20230308-WA0000.jpg                                                          2            0.19            0              
IMG-20230307-WA0000.jpg                                                          2            0.42            0              
IMG-20230310-WA0000.jpg                                                          2            1.52            0              
IMG-20230309-WA0002.jpg                                                          2            0.74            0              
IMG-20230309-WA0001.jpg                                                          2            0.17            0              
IMG-20230306-WA0011.jpg                                                          2            0.29            0              
IMG-20230306-WA0007.jpg                                                          2            0.32            0              
IMG-20230306-WA0006.jpg                                                          2            0.17            0              
IMG-20230306-WA0005.jpg                                                          2            0.35            0              
IMG-20230306-WA0010.jpg                                                          2            0.31            0              
IMG-20230306-WA0009.jpg                                                          2            0.32            0              
IMG-20230306-WA0008.jpg                                                          2            0.22            0              
IMG-20230213-WA0011.jpg                                                          2            0.08            0              
IMG-20230213-WA0007.jpg                                                          2            0.24            0              
IMG-20230213-WA0005.jpg                                                          2            0.2             0              
IMG-20230214-WA0000.jpg                                                          2            0.09            0              
IMG-20230213-WA0016.jpg                                                          2            0.28            0              
IMG-20230213-WA0013.jpg                                                          2            0.12            0              
IMG-20230213-WA0003.jpg                                                          2            0.14            0              
IMG-20230212-WA0000.jpg                                                          2            0.32            0              
IMG-20230211-WA0001.jpg                                                          2            0.06            0              
IMG-20230211-WA0000.jpg                                                          2            0.27            0              
IMG-20230213-WA0002.jpg                                                          2            0.4             0              
IMG-20230212-WA0006.jpg                                                          2            0.38            0              
IMG-20230212-WA0004.jpg                                                          2            0.66            0              
IMG-20230214-WA0001.jpg                                                          2            0.23            0              
IMG-20230216-WA0001.jpg                                                          2            0.08            0              
IMG-20230216-WA0000.jpg                                                          2            0.16            0              
IMG-20230215-WA0000.jpg                                                          2            0.28            0              
IMG-20230216-WA0007.jpg                                                          2            0.18            0              
IMG-20230216-WA0005.jpg                                                          2            0.15            0              
IMG-20230216-WA0002.jpg                                                          2            0.17            0              
IMG-20230214-WA0015.jpg                                                          2            0.08            0              
IMG-20230214-WA0004.jpg                                                          2            0.04            0              
IMG-20230214-WA0003.jpg                                                          2            0.46            0              
