"FileName","FullPath","SizeBytes","SizeMB","LastModified","DuplicateCount"
"LocalizationBundle_pl.properties","C:\MyData\OLD DOK\PROJECT\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\LocalizationBundle_pl.properties","537","0","2011-11-20 21:40:12","6"
"LocalizationBundle_pl.properties","C:\MyData\OLD DOK\PROJECT\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\plot\LocalizationBundle_pl.properties","863","0","2011-11-20 21:40:12","6"
"LocalizationBundle_pt_BR.properties","C:\MyData\OLD DOK\3-7-2013\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\editor\LocalizationBundle_pt_BR.properties","2219","0","2011-11-20 21:40:12","4"
"LocalizationBundle_pt_BR.properties","C:\MyData\OLD DOK\3-7-2013\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\LocalizationBundle_pt_BR.properties","577","0","2011-11-20 21:40:12","4"
"LocalizationBundle_pt_BR.properties","C:\MyData\OLD DOK\PROJECT\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\editor\LocalizationBundle_pt_BR.properties","2219","0","2011-11-20 21:40:12","4"
"LocalizationBundle_pt_BR.properties","C:\MyData\OLD DOK\PROJECT\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\LocalizationBundle_pt_BR.properties","577","0","2011-11-20 21:40:12","4"
"LocalizationBundle_pt_PT.properties","C:\MyData\OLD DOK\3-7-2013\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\editor\LocalizationBundle_pt_PT.properties","2188","0","2011-11-20 21:40:12","6"
"LocalizationBundle_pt_PT.properties","C:\MyData\OLD DOK\3-7-2013\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\LocalizationBundle_pt_PT.properties","560","0","2011-11-20 21:40:12","6"
"LocalizationBundle_pt_PT.properties","C:\MyData\OLD DOK\3-7-2013\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\plot\LocalizationBundle_pt_PT.properties","655","0","2011-11-20 21:40:12","6"
"LocalizationBundle_pt_PT.properties","C:\MyData\OLD DOK\PROJECT\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\editor\LocalizationBundle_pt_PT.properties","2188","0","2011-11-20 21:40:12","6"
"LocalizationBundle_pt_PT.properties","C:\MyData\OLD DOK\PROJECT\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\LocalizationBundle_pt_PT.properties","560","0","2011-11-20 21:40:12","6"
"LocalizationBundle_pt_PT.properties","C:\MyData\OLD DOK\PROJECT\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\plot\LocalizationBundle_pt_PT.properties","655","0","2011-11-20 21:40:12","6"
"LocalizationBundle_ru.properties","C:\MyData\OLD DOK\3-7-2013\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\editor\LocalizationBundle_ru.properties","4854","0","2011-11-20 21:40:12","6"
"LocalizationBundle_ru.properties","C:\MyData\OLD DOK\3-7-2013\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\LocalizationBundle_ru.properties","1199","0","2011-11-20 21:40:12","6"
"LocalizationBundle_ru.properties","C:\MyData\OLD DOK\3-7-2013\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\plot\LocalizationBundle_ru.properties","1176","0","2011-11-20 21:40:12","6"
"LocalizationBundle_ru.properties","C:\MyData\OLD DOK\PROJECT\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\editor\LocalizationBundle_ru.properties","4854","0","2011-11-20 21:40:12","6"
"LocalizationBundle_ru.properties","C:\MyData\OLD DOK\PROJECT\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\LocalizationBundle_ru.properties","1199","0","2011-11-20 21:40:12","6"
"LocalizationBundle_ru.properties","C:\MyData\OLD DOK\PROJECT\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\plot\LocalizationBundle_ru.properties","1176","0","2011-11-20 21:40:12","6"
"LocalizationBundle_zh_CN.properties","C:\MyData\OLD DOK\3-7-2013\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\editor\LocalizationBundle_zh_CN.properties","2444","0","2011-11-20 21:40:12","6"
"LocalizationBundle_zh_CN.properties","C:\MyData\OLD DOK\3-7-2013\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\LocalizationBundle_zh_CN.properties","565","0","2011-11-20 21:40:12","6"
"LocalizationBundle_zh_CN.properties","C:\MyData\OLD DOK\3-7-2013\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\plot\LocalizationBundle_zh_CN.properties","802","0","2011-11-20 21:40:12","6"
"LocalizationBundle_zh_CN.properties","C:\MyData\OLD DOK\PROJECT\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\editor\LocalizationBundle_zh_CN.properties","2444","0","2011-11-20 21:40:12","6"
"LocalizationBundle_zh_CN.properties","C:\MyData\OLD DOK\PROJECT\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\LocalizationBundle_zh_CN.properties","565","0","2011-11-20 21:40:12","6"
"LocalizationBundle_zh_CN.properties","C:\MyData\OLD DOK\PROJECT\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\plot\LocalizationBundle_zh_CN.properties","802","0","2011-11-20 21:40:12","6"
"LocalizationBundle_zh_TW.properties","C:\MyData\OLD DOK\3-7-2013\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\LocalizationBundle_zh_TW.properties","527","0","2011-11-20 21:40:12","2"
"LocalizationBundle_zh_TW.properties","C:\MyData\OLD DOK\PROJECT\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\LocalizationBundle_zh_TW.properties","527","0","2011-11-20 21:40:12","2"
"MouseWheelHandler.java","C:\MyData\OLD DOK\3-7-2013\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\MouseWheelHandler.java","5474","0.01","2011-11-20 21:40:12","2"
"MouseWheelHandler.java","C:\MyData\OLD DOK\PROJECT\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\MouseWheelHandler.java","5474","0.01","2011-11-20 21:40:12","2"
"PaintMap.java","C:\MyData\OLD DOK\3-7-2013\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\PaintMap.java","7099","0.01","2011-11-20 21:40:12","2"
"PaintMap.java","C:\MyData\OLD DOK\PROJECT\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\PaintMap.java","7099","0.01","2011-11-20 21:40:12","2"
"PolarChartPanel.java","C:\MyData\OLD DOK\3-7-2013\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\PolarChartPanel.java","8849","0.01","2011-11-20 21:40:12","2"
"PolarChartPanel.java","C:\MyData\OLD DOK\PROJECT\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\PolarChartPanel.java","8849","0.01","2011-11-20 21:40:12","2"
"StandardChartTheme.java","C:\MyData\OLD DOK\3-7-2013\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\StandardChartTheme.java","62513","0.06","2011-11-20 21:40:14","2"
"StandardChartTheme.java","C:\MyData\OLD DOK\PROJECT\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\StandardChartTheme.java","62513","0.06","2011-11-20 21:40:14","2"
"StrokeMap.java","C:\MyData\OLD DOK\3-7-2013\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\StrokeMap.java","6893","0.01","2011-11-20 21:40:12","2"
"StrokeMap.java","C:\MyData\OLD DOK\PROJECT\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\StrokeMap.java","6893","0.01","2011-11-20 21:40:12","2"
"AbstractAnnotation.java","C:\MyData\OLD DOK\3-7-2013\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\annotations\AbstractAnnotation.java","7163","0.01","2011-11-20 21:40:14","2"
"AbstractAnnotation.java","C:\MyData\OLD DOK\PROJECT\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\annotations\AbstractAnnotation.java","7163","0.01","2011-11-20 21:40:14","2"
"AbstractXYAnnotation.java","C:\MyData\OLD DOK\3-7-2013\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\annotations\AbstractXYAnnotation.java","6719","0.01","2011-11-20 21:40:14","2"
"AbstractXYAnnotation.java","C:\MyData\OLD DOK\PROJECT\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\annotations\AbstractXYAnnotation.java","6719","0.01","2011-11-20 21:40:14","2"
"Annotation.java","C:\MyData\OLD DOK\3-7-2013\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\annotations\Annotation.java","2408","0","2011-11-20 21:40:14","2"
"Annotation.java","C:\MyData\OLD DOK\PROJECT\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\annotations\Annotation.java","2408","0","2011-11-20 21:40:14","2"
"CategoryAnnotation.java","C:\MyData\OLD DOK\3-7-2013\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\annotations\CategoryAnnotation.java","2513","0","2011-11-20 21:40:14","2"
"CategoryAnnotation.java","C:\MyData\OLD DOK\PROJECT\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\annotations\CategoryAnnotation.java","2513","0","2011-11-20 21:40:14","2"
"CategoryLineAnnotation.java","C:\MyData\OLD DOK\3-7-2013\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\annotations\CategoryLineAnnotation.java","14725","0.01","2011-11-20 21:40:14","2"
"CategoryLineAnnotation.java","C:\MyData\OLD DOK\PROJECT\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\annotations\CategoryLineAnnotation.java","14725","0.01","2011-11-20 21:40:14","2"
"CategoryPointerAnnotation.java","C:\MyData\OLD DOK\3-7-2013\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\annotations\CategoryPointerAnnotation.java","17774","0.02","2011-11-20 21:40:14","2"
"CategoryPointerAnnotation.java","C:\MyData\OLD DOK\PROJECT\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\annotations\CategoryPointerAnnotation.java","17774","0.02","2011-11-20 21:40:14","2"
"CategoryTextAnnotation.java","C:\MyData\OLD DOK\3-7-2013\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\annotations\CategoryTextAnnotation.java","9689","0.01","2011-11-20 21:40:14","2"
"CategoryTextAnnotation.java","C:\MyData\OLD DOK\PROJECT\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\annotations\CategoryTextAnnotation.java","9689","0.01","2011-11-20 21:40:14","2"
"TextAnnotation.java","C:\MyData\OLD DOK\3-7-2013\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\annotations\TextAnnotation.java","11652","0.01","2011-11-20 21:40:14","2"
"TextAnnotation.java","C:\MyData\OLD DOK\PROJECT\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\annotations\TextAnnotation.java","11652","0.01","2011-11-20 21:40:14","2"
"XYAnnotation.java","C:\MyData\OLD DOK\3-7-2013\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\annotations\XYAnnotation.java","3068","0","2011-11-20 21:40:14","2"
"XYAnnotation.java","C:\MyData\OLD DOK\PROJECT\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\annotations\XYAnnotation.java","3068","0","2011-11-20 21:40:14","2"
"XYAnnotationBoundsInfo.java","C:\MyData\OLD DOK\3-7-2013\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\annotations\XYAnnotationBoundsInfo.java","2473","0","2011-11-20 21:40:14","2"
"XYAnnotationBoundsInfo.java","C:\MyData\OLD DOK\PROJECT\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\annotations\XYAnnotationBoundsInfo.java","2473","0","2011-11-20 21:40:14","2"
"XYBoxAnnotation.java","C:\MyData\OLD DOK\3-7-2013\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\annotations\XYBoxAnnotation.java","11120","0.01","2011-11-20 21:40:14","2"
"XYBoxAnnotation.java","C:\MyData\OLD DOK\PROJECT\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\annotations\XYBoxAnnotation.java","11120","0.01","2011-11-20 21:40:14","2"
"XYDataImageAnnotation.java","C:\MyData\OLD DOK\3-7-2013\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\annotations\XYDataImageAnnotation.java","11683","0.01","2011-11-20 21:40:14","2"
"XYDataImageAnnotation.java","C:\MyData\OLD DOK\PROJECT\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\annotations\XYDataImageAnnotation.java","11683","0.01","2011-11-20 21:40:14","2"
"XYDrawableAnnotation.java","C:\MyData\OLD DOK\3-7-2013\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\annotations\XYDrawableAnnotation.java","9197","0.01","2011-11-20 21:40:14","2"
"XYDrawableAnnotation.java","C:\MyData\OLD DOK\PROJECT\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\annotations\XYDrawableAnnotation.java","9197","0.01","2011-11-20 21:40:14","2"
"XYImageAnnotation.java","C:\MyData\OLD DOK\3-7-2013\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\annotations\XYImageAnnotation.java","10258","0.01","2011-11-20 21:40:14","2"
"XYImageAnnotation.java","C:\MyData\OLD DOK\PROJECT\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\annotations\XYImageAnnotation.java","10258","0.01","2011-11-20 21:40:14","2"
"XYLineAnnotation.java","C:\MyData\OLD DOK\3-7-2013\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\annotations\XYLineAnnotation.java","11246","0.01","2011-11-20 21:40:14","2"
"XYLineAnnotation.java","C:\MyData\OLD DOK\PROJECT\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\annotations\XYLineAnnotation.java","11246","0.01","2011-11-20 21:40:14","2"
"XYPointerAnnotation.java","C:\MyData\OLD DOK\3-7-2013\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\annotations\XYPointerAnnotation.java","18955","0.02","2011-11-20 21:40:14","2"
"XYPointerAnnotation.java","C:\MyData\OLD DOK\PROJECT\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\annotations\XYPointerAnnotation.java","18955","0.02","2011-11-20 21:40:14","2"
"XYPolygonAnnotation.java","C:\MyData\OLD DOK\3-7-2013\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\annotations\XYPolygonAnnotation.java","12826","0.01","2011-11-20 21:40:14","2"
"XYPolygonAnnotation.java","C:\MyData\OLD DOK\PROJECT\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\annotations\XYPolygonAnnotation.java","12826","0.01","2011-11-20 21:40:14","2"
"XYShapeAnnotation.java","C:\MyData\OLD DOK\3-7-2013\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\annotations\XYShapeAnnotation.java","11582","0.01","2011-11-20 21:40:14","2"
"XYShapeAnnotation.java","C:\MyData\OLD DOK\PROJECT\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\annotations\XYShapeAnnotation.java","11582","0.01","2011-11-20 21:40:14","2"
"XYTextAnnotation.java","C:\MyData\OLD DOK\3-7-2013\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\annotations\XYTextAnnotation.java","21398","0.02","2011-11-20 21:40:14","2"
"XYTextAnnotation.java","C:\MyData\OLD DOK\PROJECT\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\annotations\XYTextAnnotation.java","21398","0.02","2011-11-20 21:40:14","2"
"XYTitleAnnotation.java","C:\MyData\OLD DOK\3-7-2013\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\annotations\XYTitleAnnotation.java","13339","0.01","2011-11-20 21:40:14","2"
"XYTitleAnnotation.java","C:\MyData\OLD DOK\PROJECT\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\annotations\XYTitleAnnotation.java","13339","0.01","2011-11-20 21:40:14","2"
"Axis.java","C:\MyData\OLD DOK\3-7-2013\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\axis\Axis.java","49485","0.05","2011-11-20 21:40:12","2"
"Axis.java","C:\MyData\OLD DOK\PROJECT\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\axis\Axis.java","49485","0.05","2011-11-20 21:40:12","2"
"AxisCollection.java","C:\MyData\OLD DOK\3-7-2013\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\axis\AxisCollection.java","4534","0","2011-11-20 21:40:12","2"
"AxisCollection.java","C:\MyData\OLD DOK\PROJECT\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\axis\AxisCollection.java","4534","0","2011-11-20 21:40:12","2"
"AxisLocation.java","C:\MyData\OLD DOK\3-7-2013\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\axis\AxisLocation.java","6022","0.01","2011-11-20 21:40:12","2"
"AxisLocation.java","C:\MyData\OLD DOK\PROJECT\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\axis\AxisLocation.java","6022","0.01","2011-11-20 21:40:12","2"
"AxisSpace.java","C:\MyData\OLD DOK\3-7-2013\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\axis\AxisSpace.java","11300","0.01","2011-11-20 21:40:12","2"
"AxisSpace.java","C:\MyData\OLD DOK\PROJECT\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\axis\AxisSpace.java","11300","0.01","2011-11-20 21:40:12","2"
"AxisState.java","C:\MyData\OLD DOK\3-7-2013\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\axis\AxisState.java","5122","0","2011-11-20 21:40:12","2"
"AxisState.java","C:\MyData\OLD DOK\PROJECT\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\axis\AxisState.java","5122","0","2011-11-20 21:40:12","2"
"CategoryAnchor.java","C:\MyData\OLD DOK\3-7-2013\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\axis\CategoryAnchor.java","3948","0","2011-11-20 21:40:12","2"
"CategoryAnchor.java","C:\MyData\OLD DOK\PROJECT\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\axis\CategoryAnchor.java","3948","0","2011-11-20 21:40:12","2"
"CategoryAxis.java","C:\MyData\OLD DOK\3-7-2013\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\axis\CategoryAxis.java","56101","0.05","2011-11-20 21:40:12","2"
"CategoryAxis.java","C:\MyData\OLD DOK\PROJECT\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\axis\CategoryAxis.java","56101","0.05","2011-11-20 21:40:12","2"
"CategoryAxis3D.java","C:\MyData\OLD DOK\3-7-2013\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\axis\CategoryAxis3D.java","8783","0.01","2011-11-20 21:40:12","2"
"CategoryAxis3D.java","C:\MyData\OLD DOK\PROJECT\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\axis\CategoryAxis3D.java","8783","0.01","2011-11-20 21:40:12","2"
"CategoryLabelPosition.java","C:\MyData\OLD DOK\3-7-2013\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\axis\CategoryLabelPosition.java","9534","0.01","2011-11-20 21:40:12","2"
"CategoryLabelPosition.java","C:\MyData\OLD DOK\PROJECT\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\axis\CategoryLabelPosition.java","9534","0.01","2011-11-20 21:40:12","2"
"CategoryLabelPositions.java","C:\MyData\OLD DOK\3-7-2013\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\axis\CategoryLabelPositions.java","17027","0.02","2011-11-20 21:40:12","2"
"CategoryLabelPositions.java","C:\MyData\OLD DOK\PROJECT\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\axis\CategoryLabelPositions.java","17027","0.02","2011-11-20 21:40:12","2"
"CategoryLabelWidthType.java","C:\MyData\OLD DOK\3-7-2013\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\axis\CategoryLabelWidthType.java","3989","0","2011-11-20 21:40:12","2"
"CategoryLabelWidthType.java","C:\MyData\OLD DOK\PROJECT\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\axis\CategoryLabelWidthType.java","3989","0","2011-11-20 21:40:12","2"
"CategoryTick.java","C:\MyData\OLD DOK\3-7-2013\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\axis\CategoryTick.java","4456","0","2011-11-20 21:40:12","2"
"CategoryTick.java","C:\MyData\OLD DOK\PROJECT\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\axis\CategoryTick.java","4456","0","2011-11-20 21:40:12","2"
"ColorBar.java","C:\MyData\OLD DOK\3-7-2013\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\axis\ColorBar.java","15538","0.01","2011-11-20 21:40:12","2"
"ColorBar.java","C:\MyData\OLD DOK\PROJECT\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\axis\ColorBar.java","15538","0.01","2011-11-20 21:40:12","2"
"CompassFormat.java","C:\MyData\OLD DOK\3-7-2013\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\axis\CompassFormat.java","4204","0","2011-11-20 21:40:12","2"
"CompassFormat.java","C:\MyData\OLD DOK\PROJECT\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\axis\CompassFormat.java","4204","0","2011-11-20 21:40:12","2"
"CyclicNumberAxis.java","C:\MyData\OLD DOK\3-7-2013\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\axis\CyclicNumberAxis.java","42908","0.04","2011-11-20 21:40:12","2"
"CyclicNumberAxis.java","C:\MyData\OLD DOK\PROJECT\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\axis\CyclicNumberAxis.java","42908","0.04","2011-11-20 21:40:12","2"
"DateAxis.java","C:\MyData\OLD DOK\3-7-2013\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\axis\DateAxis.java","75234","0.07","2011-11-20 21:40:12","2"
"DateAxis.java","C:\MyData\OLD DOK\PROJECT\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\axis\DateAxis.java","75234","0.07","2011-11-20 21:40:12","2"
"DateTick.java","C:\MyData\OLD DOK\3-7-2013\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\axis\DateTick.java","4279","0","2011-11-20 21:40:12","2"
"DateTick.java","C:\MyData\OLD DOK\PROJECT\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\axis\DateTick.java","4279","0","2011-11-20 21:40:12","2"
"DateTickMarkPosition.java","C:\MyData\OLD DOK\3-7-2013\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\axis\DateTickMarkPosition.java","4074","0","2011-11-20 21:40:12","2"
"DateTickMarkPosition.java","C:\MyData\OLD DOK\PROJECT\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\axis\DateTickMarkPosition.java","4074","0","2011-11-20 21:40:12","2"
"DateTickUnit.java","C:\MyData\OLD DOK\3-7-2013\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\axis\DateTickUnit.java","20228","0.02","2011-11-20 21:40:12","2"
"DateTickUnit.java","C:\MyData\OLD DOK\PROJECT\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\axis\DateTickUnit.java","20228","0.02","2011-11-20 21:40:12","2"
"DateTickUnitType.java","C:\MyData\OLD DOK\3-7-2013\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\axis\DateTickUnitType.java","5399","0.01","2011-11-20 21:40:12","2"
"DateTickUnitType.java","C:\MyData\OLD DOK\PROJECT\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\axis\DateTickUnitType.java","5399","0.01","2011-11-20 21:40:12","2"
"ExtendedCategoryAxis.java","C:\MyData\OLD DOK\3-7-2013\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\axis\ExtendedCategoryAxis.java","8316","0.01","2011-11-20 21:40:12","2"
"ExtendedCategoryAxis.java","C:\MyData\OLD DOK\PROJECT\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\axis\ExtendedCategoryAxis.java","8316","0.01","2011-11-20 21:40:12","2"
"LogarithmicAxis.java","C:\MyData\OLD DOK\3-7-2013\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\axis\LogarithmicAxis.java","46745","0.04","2011-11-20 21:40:12","2"
"LogarithmicAxis.java","C:\MyData\OLD DOK\PROJECT\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\axis\LogarithmicAxis.java","46745","0.04","2011-11-20 21:40:12","2"
"LogAxis.java","C:\MyData\OLD DOK\3-7-2013\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\axis\LogAxis.java","32982","0.03","2011-11-20 21:40:14","2"
"LogAxis.java","C:\MyData\OLD DOK\PROJECT\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\axis\LogAxis.java","32982","0.03","2011-11-20 21:40:14","2"
"MarkerAxisBand.java","C:\MyData\OLD DOK\3-7-2013\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\axis\MarkerAxisBand.java","9012","0.01","2011-11-20 21:40:12","2"
"MarkerAxisBand.java","C:\MyData\OLD DOK\PROJECT\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\axis\MarkerAxisBand.java","9012","0.01","2011-11-20 21:40:12","2"
"ModuloAxis.java","C:\MyData\OLD DOK\3-7-2013\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\axis\ModuloAxis.java","14231","0.01","2011-11-20 21:40:12","2"
"ModuloAxis.java","C:\MyData\OLD DOK\PROJECT\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\axis\ModuloAxis.java","14231","0.01","2011-11-20 21:40:12","2"
"MonthDateFormat.java","C:\MyData\OLD DOK\3-7-2013\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\axis\MonthDateFormat.java","12578","0.01","2011-11-20 21:40:12","2"
"MonthDateFormat.java","C:\MyData\OLD DOK\PROJECT\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\axis\MonthDateFormat.java","12578","0.01","2011-11-20 21:40:12","2"
"NumberAxis.java","C:\MyData\OLD DOK\3-7-2013\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\axis\NumberAxis.java","57088","0.05","2011-11-20 21:40:12","2"
"NumberAxis.java","C:\MyData\OLD DOK\PROJECT\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\axis\NumberAxis.java","57088","0.05","2011-11-20 21:40:12","2"
"NumberAxis3D.java","C:\MyData\OLD DOK\3-7-2013\jfreechart-1.0.14\jfreechart-1.0.14\source\org\jfree\chart\axis\NumberAxis3D.java","6952","0.01","2011-11-20 21:40:12","2"
